Deal_number,Deal_name
1675,062 - NN Inc acquisition of stock of Precision Engineered Products Holdings Inc.docx
1676,062 - North American Partners in Anesthesia LLP acquisition of stock of American.docx
1677,062 - On Assignment Inc acquisition of stock of CyberCoders Holdings Inc.docx
1678,062 - Oregon Potato Company acquisition of certain assets of Inventure Foods Inc.docx
1679,062 - Par Pacific Holdings Inc acquisition of equity interests of Eagle Island L.docx
1680,062 - Par Pacific Holdings Inc acquisition of equity interests of TrailStone NA .docx
1681,062 - PolyOne Corporation and ColorMatrix Group Inc merger.docx
1682,062 - Q2 Software Inc and Lender Performance Group LLC merger.docx
1683,062 - Shire plc and Advanced BioHealing Inc merger.docx
1684,062 - Shutterfly Inc acquisition of stock of Lifetouch Inc.docx
1685,062 - Sinclair Broadcast Group Inc acquisition of equity interests of Fox Sports.docx
1686,062 - South Jersey Industries Inc acquisition of certain assets of Pivotal Utili.docx
1687,062 - Sterling Construction Company Inc acquisition of equity interests of Plate.docx
1688,062 - The Middleby Corporation acquisition of subsidiary equity interests and ce.docx
1689,062 - Ultra Electronics Defense Inc acquisition of stock of Herley Industries In.docx
1690,062 - Vulcan Materials Company acquisition of equity interests of Aggregates USA.docx
1691,063 - Aramark and AmeriPride Services Inc merger.docx
1692,063 - Atlas Copco AB acquisition of certain assets and subsidiary stock of Brook.docx
1693,063 - Banner Corporation and Skagit Bancorp Inc merger.docx
1694,063 - Berry Petroleum Company LLC acquisition of certain assets of Linn Energy H.docx
1695,063 - Boot Barn Inc and Sheplers Holding Corporation merger.docx
1696,063 - Cambium Learning Group Inc acquisition of stock of VKidz Holdings Inc.docx
1697,063 - Casino Queen acquisition of stock of Isle of Capri Marquette Inc.docx
1698,063 - CIT Bank National Association and Mutual of Omaha Bank merger.docx
1699,063 - Diplomat Pharmacy Inc acquisition of equity interests of BioRx LLC.docx
1700,063 - Financial Engines Inc and The Mutual Fund Store merger.docx
1701,063 - Hooker Furniture Corporation acquisition of assets of Shenandoah Furniture.docx
1702,063 - Lifetime Brands Inc and Taylor Holdco LLC dba Filament Brands merger.docx
1703,063 - Misonix Inc and Solsys Medical LLC merger.docx
1704,063 - MIWD Holding Company LLC acquisition of stock of Milgard Manufacturing Inc.docx
1705,063 - Monarch Casino And Resort Inc acquisition of stock of Riviera Black Hawk I.docx
1706,063 - National Fuel Gas Company acquisition of certain assets of Royal Dutch She.docx
1707,063 - NCI Building Systems Inc acquisition of equity interests of CENTRIA.docx
1708,063 - NuVasive Inc and BNN Holdings Corp merger.docx
1709,063 - Paychex Inc acquisition of stock of Oasis Outsourcing Acquisition Corporat.docx
1710,063 - Pentair plc and ERICO Global Company merger.docx
1711,063 - Pyramid Oil Company and Yuma Energy Inc merger.docx
1712,063 - ScanSource Payments Inc acquisition of stock of POS Portal Inc.docx
1713,063 - Sequential Brands Group Inc and Galaxy Brand Holdings Inc merger.docx
1714,063 - The Allstate Corporation acquisition of stock of White Mountains Holdings .docx
1715,063 - UFP Technologies Inc acquisition of stock of Dielectrics Inc.docx
1716,063 - ViewPoint Financial Group Inc and LegacyTexas Group Inc merger.docx
1717,064 - 3M Company acquisition of stock of Acelity Inc.docx
1718,064 - Almost Family Inc acquisition of stock of Bracor Inc and BHC Services Inc.docx
1719,064 - Aramark and Avendra LLC merger.docx
1720,064 - Baker Cummins Corp acquisition of assets of Aero Pharmaceuticals Inc.docx
1721,064 - Cott Corporation and DSS Group Inc merger.docx
1722,064 - Debiopharm International SA acquisition of certain assets of ImmunoGen Inc.docx
1723,064 - Dycom Industries Inc acquisition of certain assets of Goodman Networks Inc.docx
1724,064 - Ferrellgas Partners LP acquisition of equity interests of Bridger Logistic.docx
1725,064 - Guaranty Bancshares Inc and Westbound Bank merger.docx
1726,064 - Imperva Inc and Prevoty Inc merger.docx
1727,064 - Kimball Electronics Inc acquisition of assets of GES Holdings Inc Global E.docx
1728,064 - Level One Bancorp Inc and Ann Arbor Bancorp Inc merger.docx
1729,064 - Mercury Systems Inc and Themis Computer merger.docx
1730,064 - Meritage Midstream Services IV LLC acquisition of equity interests of Rock.docx
1731,064 - Molina Healthcare Inc acquisition of subsidiary equity interests and certa.docx
1732,064 - NeoPhotonics Corporation and Santur Corporation merger.docx
1733,064 - NextEra Energy Partners LP acquisition of equity interests of Meade Pipeli.docx
1734,064 - Pitney Bowes Inc and NGS Holdings Inc merger.docx
1735,064 - PJT Partners Inc and CamberView Partners Holdings LLC merger.docx
1736,064 - Prime Communications LP acquisition of subsidiary equity interests of Game.docx
1737,064 - RSP Permian LLC acquisition of equity interests of Silver Hill Energy Part.docx
1738,064 - The Carlyle Group acquisition of equity interests of Illinois Tool Works c.docx
1739,064 - Townsquare Media Inc acquisition of equity interests of North American Mid.docx
1740,064 - Validus Holdings Ltd acquisition of stock of Western World Insurance Group.docx
1741,064 - Walgreens Boots Alliance Inc acquisition of certain assets of Rite Aid Cor.docx
1742,064 - WSFS Financial Corporation and First Wyoming Financial Corporation merger.docx
1743,065 - Apollo Global Management LLC Crestview Partners and Reverence Capital Part.docx
1744,065 - Autonomy Corporation plc acquisition of subsidiary stock and certain asset.docx
1745,065 - Berkshire Hills Bancorp Inc and Commerce Bancshares Corp merger.docx
1746,065 - CIRCOR International Inc and Downstream Holding LLC dba Critical Flow Solu.docx
1747,065 - Gannett Co Inc and WordStream Inc merger.docx
1748,065 - Globus Medical Inc and Branch Medical Group Inc merger.docx
1749,065 - Green Bancorp Inc and Patriot Bancshares Inc merger.docx
1750,065 - IES Holdings Inc acquisition of stock of Technibus Inc.docx
1751,065 - Internap Corporation acquisition of equity interests of Singlehop LLC.docx
1752,065 - Jones Energy Inc acquisition of certain assets of Sabine Mid-Continent LLC.docx
1753,065 - JPX Global Inc acquisition of assets of Scorpex Inc.docx
1754,065 - Logitech International SA and General Workings Inc dba Streamlabs merger.docx
1755,065 - MANNplus HUMMEL HOLDING GmbH and Affinia Group Holdings Inc merger.docx
1756,065 - MarketAxess Holdings Inc acquisition of equity interests of LiquidityEdge .docx
1757,065 - MSA Safety Incorporated acquisition of equity interests of Globe Holding C.docx
1758,065 - Neustar Inc acquisition of equity interests of MarketShare Partners LLC.docx
1759,065 - NuVasive Inc and Impulse Monitoring Inc merger.docx
1760,065 - Perdure Petroleum LLC acquisition of certain assets of Chaparral Energy In.docx
1761,065 - PGT Innovations Inc acquisition of equity interests of GEF WW Parent LLC.docx
1762,065 - Skyline Renewables LLC acquisition of equity interests of Alexander Wind F.docx
1763,065 - Tabula Rasa HealthCare Inc and Sinfona HealthCare Corporation merger.docx
1764,065 - Twin River Worldwide Holdings Inc acquisition of subsidiary equity interes.docx
1765,065 - Ultralife Corporation acquisition of stock of Southwest Electronic Energy .docx
1766,065 - Watts Water Technologies Inc acquisition of stock of Aerco International I.docx
1767,065 - William Lyon Homes Inc acquisition of subsidiary equity interests and cert.docx
1768,065 - Wright Medical Group NV and Cartiva Inc merger.docx
1769,066 - 3M Company acquisition of certain assets of Polypore International Inc.docx
1770,066 - Aegerion Pharmaceuticals Inc acquisition of certain assets of Amylin Pharm.docx
1771,066 - Air Methods Corporation acquisition of equity interests of Tri-State Care .docx
1772,066 - Amedisys Inc acquisition of stock of Homecare Preferred Choice Inc.docx
1773,066 - Ameris Bancorp and Hamilton State Bancshares Inc merger.docx
1774,066 - Amneal Pharmaceuticals LLC acquisition of equity interests of Gemini Labor.docx
1775,066 - AtriCure Inc and SentreHEART Inc merger.docx
1776,066 - Autodesk Inc and PlanGrid Inc merger.docx
1777,066 - Biglari Holdings Inc acquisition of stock of McGraw Insurance Inc and West.docx
1778,066 - Boyd Gaming Corporation and Valley Forge Convention Center Partners LP mer.docx
1779,066 - Ecolab Inc acquisition of certain assets and subsidiary stock of Swisher H.docx
1780,066 - Entegra Financial Corp and Chattahoochee Bank of Georgia merger.docx
1781,066 - ExamWorks Group Inc acquisition of equity interests of Gould And Lamb LLC.docx
1782,066 - Joy Global Inc acquisition of stock of LeTourneau Technologies Inc.docx
1783,066 - Link Media Midwest LLC acquisition of assets of Key Outdoor Inc.docx
1784,066 - Media General Inc acquisition of certain assets of Sinclair Broadcast Grou.docx
1785,066 - MGT Capital Investments Inc acquisition of certain assets of Demonsaw LLC.docx
1786,066 - Miller Energy Resources Inc acquisition of subsidiary equity interests and.docx
1787,066 - NGL Energy Partners LP acquisition of equity interests of Hillstone Enviro.docx
1788,066 - Pendrell Corporation acquisition of stock of ContentGuard Holdings Inc.docx
1789,066 - Pluralsight Inc and GitPrime Inc merger.docx
1790,066 - Southwest Bancorp Inc and First Commercial Bancshares Inc merger.docx
1791,066 - Stanley Black And Decker Inc acquisition of subsidiary equity interests an.docx
1792,066 - Summit Financial Group Inc and Peoples Bankshares Inc merger.docx
1793,066 - Tellurian Inc acquisition of certain assets of Rockcliff Energy Operating .docx
1794,066 - Vecima Networks Inc acquisition of assets of Concurrent Computer Corporati.docx
1795,067 - Advent Software Inc and Black Diamond Performance Reporting LLC merger.docx
1796,067 - AEP Industries Inc acquisition of assets of Chelsea Industries Inc.docx
1797,067 - Air Products and Chemicals Inc acquisition of certain assets of PBF Energy.docx
1798,067 - Banner Corporation and Starbuck Bancshares Inc merger.docx
1799,067 - Bioverativ Inc and True North Therapeutics Inc merger.docx
1800,067 - Broadcom Inc acquisition of certain assets of Symantec Corporation.docx
1801,067 - Compass Diversified Holdings acquisition of stock of Rimports Inc.docx
1802,067 - Cowen Inc acquisition of equity interests of Quarton Management AG Quarton.docx
1803,067 - Del Frisco's Restaurant Group Inc acquisition of equity interests of RCP B.docx
1804,067 - Energizer Holdings Inc and Handstands Holding Corporation merger.docx
1805,067 - ExlServicecom LLC acquisition of equity interests of RPM Direct LLC and RP.docx
1806,067 - Fidelity National Information Services Inc and SunGard merger.docx
1807,067 - First Busey Corporation and The Banc Ed Corp merger.docx
1808,067 - First Financial Bankshares Inc and Commercial Bancshares Inc merger.docx
1809,067 - Hormel Foods Corporation acquisition of equity interests of Applegate Farm.docx
1810,067 - Independent Bank Group Inc and BOH Holdings Inc merger.docx
1811,067 - Knoll Inc acquisition of equity interests of Holly Hunt Enterprises Inc an.docx
1812,067 - LCNB Corp and Columbus First Bank merger.docx
1813,067 - Nasdaq Inc and eVestment Inc merger.docx
1814,067 - Pacific Ethanol Inc and Illinois Corn Processing LLC merger.docx
1815,067 - Rice Midstream Partners LP acquisition of equity interests of Rice Water S.docx
1816,067 - Samsonite LLC acquisition of certain assets of Gregory Mountain Products L.docx
1817,067 - Sealed Air Corporation acquisition of equity interests of Automated Packag.docx
1818,067 - The First Bancshares Inc acquisition of stock of Iberville Bank.docx
1819,067 - Ultra Clean Holdings Inc and Quantum Global Technologies LLC merger.docx
1820,067 - Veeva Systems Inc and Crossix Solutions Inc merger.docx
1821,068 - Almost Family Inc and Black Stone Operations LLC merger.docx
1822,068 - American Capital Agency Corp acquisition of equity interests of American C.docx
1823,068 - AMN Healthcare Inc acquisition of stock of Advanced Medical Personnel Serv.docx
1824,068 - Apollo Global Management LLC acquisition of stock of Qdoba Restaurant Corp.docx
1825,068 - Cambrex Corporation and Avista Pharma Solutions Inc merger.docx
1826,068 - Connecticut Water Service Inc and The Avon Water Company merger.docx
1827,068 - Constellation Energy Resources LLC and MXenergy Holdings Inc merger.docx
1828,068 - Devon Energy Corporation acquisition of equity interests of GeoSouthern co.docx
1829,068 - First Financial Bankshares Inc and TBAndT Bancshares Inc merger.docx
1830,068 - Flowers Bakeries LLC acquisition of stock of AVB Inc (Dave's Killer Bread).docx
1831,068 - Guidewire Software Inc and Cyence Inc merger.docx
1832,068 - Indorama Ventures Holdings LP acquisition of certain assets and subsidiary.docx
1833,068 - Lindsay Goldberg LLC acquisition of certain assets of P H Glatfelter Compa.docx
1834,068 - LivePerson Inc and Contact At Once! LLC merger.docx
1835,068 - MaxLinear Inc acquisition of certain assets of Intel Corporation.docx
1836,068 - Myriad Genetics Inc and Crescendo Bioscience Inc merger.docx
1837,068 - Nabriva Therapeutics plc and Zavante Therapeutics Inc merger.docx
1838,068 - Nestl SA acquisition of certain assets of Starbucks Corporation.docx
1839,068 - Patterson-UTI Energy Inc acquisition of equity interests of Multi-Shot LLC.docx
1840,068 - Revolution Resources LLC acquisition of certain assets of Gastar Explorati.docx
1841,068 - SmartFinancial Inc and Capstone Bancshares Inc merger.docx
1842,068 - Sonoco Products Company acquisition of stock of Clear Lam Packaging Inc.docx
1843,068 - TD Bank Group acquisition of certain assets of Nordstrom Inc.docx
1844,068 - TransDigm Inc acquisition of subsidiary equity interests and certain asset.docx
1845,068 - Univest Corporation of Pennsylvania and Valley Green Bank merger.docx
1846,068 - Wynnchurch Capital Ltd and Stone River Capital Partners LLC acquisition of.docx
1847,069 - Advanced Care Scripts Inc acquisition of certain assets of Fred's Inc.docx
1848,069 - Antero Resources Corporation acquisition of certain assets of Triad Hunter.docx
1849,069 - Arc Logistics Partners LP and GE Energy Financial Services acquisition of .docx
1850,069 - Cambrex Corporation acquisition of stock of Halo Pharmaceutical Inc 812111.docx
1851,069 - CAPSS LLC acquisition of subsidiary equity interests of The Madison Square.docx
1852,069 - Colfax Corporation and DJO Global Inc merger.docx
1853,069 - Core-Mark Holding Company Inc acquisition of assets of Farner-Bocken Compa.docx
1854,069 - Direct Energy Marketing Limited acquisition of stock of FCP Enterprises In.docx
1855,069 - Discover Financial Services acquisition of certain assets of Treecom Inc.docx
1856,069 - Gamut Capital Management LP acquisition of subsidiary equity interests of .docx
1857,069 - Gray Television Group Inc acquisition of subsidiary equity interests from .docx
1858,069 - Great Lakes Dredge And Dock Corporation acquisition of stock of Magnus Pac.docx
1859,069 - Inogen Inc and New Aera Inc merger.docx
1860,069 - LHC Group Inc acquisition of equity interests of Elk Valley Professional A.docx
1861,069 - Ligand Pharmaceuticals Incorporated and Crystal Bioscience Inc merger.docx
1862,069 - Malibu Boats LLC acquisition of certain assets of S2 Yachts Inc and Gen 12.docx
1863,069 - Martin Marietta Materials Inc acquisition of equity interests of Panadero .docx
1864,069 - Memorial Production Partners LP acquisition of subsidiary equity interests.docx
1865,069 - Parker-Hannifin Corporation and LORD Corporation merger.docx
1866,069 - Polaris Industries Inc acquisition of equity interests of TAP Automotive H.docx
1867,069 - SolarCity Corporation and Silevo Inc merger.docx
1868,069 - Standard Motor Products Inc acquisition of subsidiary equity interests and.docx
1869,069 - Teleflex Incorporated and NeoTract Inc merger.docx
1870,069 - The Carlyle Group and GIC acquisition of subsidiary equity interests and c.docx
1871,069 - Vectrus Systems Corporation acquisition of stock of SENTEL Corporation.docx
1872,069 - VOG Palo Verde LP acquisition of certain assets of Cabot Oil And Gas Corpo.docx
1873,07 - ABM Industries Incorporated and The Linc Group LLC merger.docx
1874,07 - American Midstream Partners LP acquisition of equity interests of Costar Mi.docx
1875,07 - Aramark Corporation and Masterplan merger.docx
1876,07 - Federal Signal Corporation acquisition of stock of GenNxTBEI Intermediate C.docx
1877,07 - Hanger Orthopedic Group Inc and Accelerated Care Plus Corporation merger.docx
1878,07 - LeMaitre Vascular Inc acquisition of assets of Artegraft Inc.docx
1879,07 - Marlin Midstream Partners LP acquisition of certain assets of Azure Midstre.docx
1880,07 - Optis UP Holdings LLC acquisition of subsidiary equity interests and certai.docx
1881,07 - Oxford Industries Inc acquisition of stock of Sugartown Worldwide Inc.docx
1882,07 - SAVVIS Inc and Fusepoint Inc merger.docx
1883,07 - SBA Communications Corporation acquisition of equity interests of Mobilitie.docx
1884,07 - Synalloy Corporation acquisition of stock of Lee-Var Inc dba Palmer of Texa.docx
1885,07 - Technip SA acquisition of subsidiary equity interest and certain assets of .docx
1886,070 - Aethon Energy Management LLC acquisition of certain assets and subsidiary .docx
1887,070 - Blackbaud Inc acquisition of equity interests of Smart LLC.docx
1888,070 - Carbon Energy Corporation acquisition of equity interests of Carbon Appala.docx
1889,070 - Commercial Vehicle Group Inc acquisition of assets of First Source Electro.docx
1890,070 - EMC Corporation and Virtustream Group Holdings Inc merger.docx
1891,070 - Enduro Operating LLC acquisition of certain assets of PRC Williston LLC an.docx
1892,070 - Enterprise Financial Services Corp and Jefferson County Bancshares Inc mer.docx
1893,070 - Fortress Investment Group LLC acquisition of certain assets and subsidiary.docx
1894,070 - Gainline Capital Partners LP acquisition of equity interests of SourceHOV .docx
1895,070 - GTT Communications Inc acquisition of stock of MegaPath Corporation.docx
1896,070 - Harvard Bioscience Inc and Data Sciences International Inc merger.docx
1897,070 - HB Fuller Company acquisition of stock of Royal Adhesives And Sealants.docx
1898,070 - Holly Energy Partners - Operating LP acquisition of equity interests of El.docx
1899,070 - KapStone Paper and Packaging Corporation and US Corrugated Acquisition Inc.docx
1900,070 - Keane Group Inc acquisition of equity interests of RockPile Energy Service.docx
1901,070 - Liberty Energy (Midstates) Corporation acquisition of certain assets of At.docx
1902,070 - MidWestOne Financial Group Inc and ATBancorp merger.docx
1903,070 - Multi-Color Corporation acquisition of certain assets of Graphic Packaging.docx
1904,070 - MutualFirst Financial Inc and Universal Bancorp merger.docx
1905,070 - NRG Yield Inc acquisition of equity interests of Mission Wind Laredo LLC a.docx
1906,070 - Repligen Corporation acquisition of stock of C Technologies Inc.docx
1907,070 - Repligen Corporation and Spectrum Inc merger.docx
1908,070 - Roper Technologies Inc and iPipeline Holdings Inc merger.docx
1909,070 - Techne Corporation dba Bio-Techne and ProteinSimple merger.docx
1910,070 - TransDigm Group Incorporated and Data Device Corporation merger.docx
1911,070 - UPL Corporation Ltd acquisition of stock of Arysta LifeScience Inc.docx
1912,071 - AstraZeneca PLC acquisition of subsidiary stock and certain assets of Bris.docx
1913,071 - Autobytel Inc acquisition of stock of Dealix Corporation and Autotegrity I.docx
1914,071 - Boyd Gaming Corporation acquisition of equity interests of PNK (Ohio) LLC .docx
1915,071 - Compass Group Diversified Holdings acquisition of stock of Foam Fabricator.docx
1916,071 - Cypress Lawn Cemetery Association acquisition of certain assets of Stonemo.docx
1917,071 - Forbes Energy Services Ltd and Cretic Energy Services LLC merger.docx
1918,071 - Fusion Connect Inc and MegaPath Holding Corporation merger.docx
1919,071 - Genstar Capital acquisition of equity interests of Market Metrics LLC and .docx
1920,071 - Glacial Lakes Energy LLC acquisition of certain assets of Advanced BioEner.docx
1921,071 - Griffon Corporation acquisition of certain assets and subsidiary equity in.docx
1922,071 - Infor Inc and GT Nexus Inc merger.docx
1923,071 - Jostens Inc acquisition of stock of American Achievement Group Holding Cor.docx
1924,071 - Lithia Motors Inc acquisition of stock of DCH Auto Group (USA) Inc.docx
1925,071 - Magnolia Oil And Gas Corporation acquisition of equity interests of Harves.docx
1926,071 - MWI Veterinary Supply Inc acquisition of assets of Micro Beef Technologies.docx
1927,071 - New Media Investment Group Inc acquisition of assets of Stephens Media LLC.docx
1928,071 - NRG Yield Inc acquisition of equity interests of WCEP Holdings LLC.docx
1929,071 - Office Depot Inc and CompuCom Systems Inc merger.docx
1930,071 - PBF Logistics LP acquisition of equity interests of TVP Holding Company LL.docx
1931,071 - Primo Water Corporation and Glacier Water Services Inc merger.docx
1932,071 - PTC Therapeutics Inc and Agilis Biotherapeutics Inc merger.docx
1933,071 - Rambus Inc and Cryptography Research Inc merger.docx
1934,071 - Seacoast Banking Corporation of Florida and Floridian Financial Group Inc .docx
1935,071 - Seacoast Banking Corporation of Florida and NorthStar Banking Corporation .docx
1936,071 - Summit Financial Group Inc and Cornerstone Financial Services Inc merger.docx
1937,071 - Teladoc Inc and Best Doctors Holdings Inc merger.docx
1938,072 - Arlington Capital Partners acquisition of equity interests of NextiraOne F.docx
1939,072 - B Riley Financial Inc and Wunderlich Investment Company Inc merger.docx
1940,072 - Berkshire Hills Bancorp Inc and Firestone Financial Corp merger.docx
1941,072 - DeVry Education Group Inc and AGM Acquisition Corp merger.docx
1942,072 - Ellie Mae Inc and Velocify Inc merger.docx
1943,072 - Equity Bancshares Inc and Kansas Bank Corporation merger.docx
1944,072 - ICU Medical Inc acquisition of certain assets and subsidiary equity intere.docx
1945,072 - KKR acquisition of certain assets and subsidiary equity interests of Campb.docx
1946,072 - Lincoln Financial Group acquisition of subsidiary stock and certain assets.docx
1947,072 - Mallinckrodt plc acquisition of stock of Therakos Inc.docx
1948,072 - MCBC Holdings Inc dba MasterCraft acquisition of equity interests of Nauti.docx
1949,072 - MedPlast LLC acquisition of subsidiary equity interests and certain assets.docx
1950,072 - MUY Hamburger Partners LLC and MUY Properties-CTW Ltd acquisition of certa.docx
1951,072 - Northern Oil and Gas Inc acquisition of certain assets of Flywheel Bakken .docx
1952,072 - Reliant Bancorp Inc and Tennessee Community Bank Holdings Inc merger.docx
1953,072 - Rose Rock Midstream LP acquisition of equity interests of Glass Mountain H.docx
1954,072 - Seadrill Capricorn Holdings LLC acquisition of equity interests of Seadril.docx
1955,072 - Selective Insurance Group Inc acquisition of stock of Montpelier US Insura.docx
1956,072 - Silicon Laboratories Inc acquisition of certain assets of Redpine Signals .docx
1957,072 - Spectra Energy Partners LP acquisition of equity interests of Big Sandy Pi.docx
1958,072 - Spirit of Texas Bancshares Inc and Comanche National Corporation merger.docx
1959,072 - State Bank Financial Corporation and AloStar Bank of Commerce merger.docx
1960,072 - Sun Capital Partners Inc acquisition of equity interests of VantaCore Part.docx
1961,072 - SWM Acquisition Corp I and Delstar Inc merger.docx
1962,072 - The Williams Companies Inc acquisition of equity interests of Access Midst.docx
1963,072 - TreeHouse Foods Inc acquisition of subsidiary stock of ConAgra Foods Inc.docx
1964,073 - Advanced Drainage Systems Inc and Infiltrator Water Technologies Ultimate .docx
1965,073 - Advanced Emissions Solutions Inc acquisition of equity interests of ADA Ca.docx
1966,073 - Akorn Inc acquisition of subsidiary stock and certain assets of Merck And .docx
1967,073 - Alliqua BioMedical Inc acquisition of assets of Soluble Systems LLC.docx
1968,073 - Bank of the Ozarks Inc and Summit Bancorp Inc merger.docx
1969,073 - Brooklyn Cheesecake And Desserts Company Inc acquisition of equity interes.docx
1970,073 - Clarus Corporation acquisition of stock of SKB Corporation.docx
1971,073 - Coca-Cola Bottling Co Consolidated acquisition of certain manufacturing as.docx
1972,073 - Energizer Holdings Inc acquisition of subsidiary equity interests and cert.docx
1973,073 - Energy And Exploration Partners Inc acquisition of certain assets of Tread.docx
1974,073 - Farmers And Merchants Bancorp Inc and Limberlost Bancshares Inc merger.docx
1975,073 - First Foundation Inc and Community 1st Bancorp merger.docx
1976,073 - IDEX Corporation acquisition of equity interests of CVI Laser LLC.docx
1977,073 - INC Research Holdings Inc and inVentiv Health Inc merger.docx
1978,073 - Independence Contract Drilling Inc and Sidewinder Drilling LLC merger.docx
1979,073 - KBR Inc and Wyle Inc merger.docx
1980,073 - Medline Industries Inc acquisition of certain assets of AngioDynamics Inc.docx
1981,073 - ProCare Pharmacy Benefit Manager Inc acquisition of certain assets of BioS.docx
1982,073 - Ring Energy Inc acquisition of certain assets of Finley Production Co LP B.docx
1983,073 - Saol International Limited acquisition of equity interests of Venus BioThe.docx
1984,073 - Schawk Inc acquisition of assets of Lipson Associates Inc and Laga Inc dba.docx
1985,073 - Superior Uniform Group Inc acquisition of stock of CID Resources Inc.docx
1986,073 - Total System Services Inc and Cayan Holdings LLC merger.docx
1987,073 - US Business Holdings Inc acquisition of stock of AlphaGraphics Inc.docx
1988,073 - Vonage Holdings Corp and Telesphere Networks Ltd merger.docx
1989,073 - Winnebago Industries Inc acquisition of stock of Newmar Corporation Dutch .docx
1990,074 - Alamo Group Inc acquisition of equity interests of Morbark Holdings Group .docx
1991,074 - American Industrial Partners acquisition of certain assets and subsidiary .docx
1992,074 - Apollo Management Holdings LP acquisition of equity interests of Realty Ca.docx
1993,074 - CECO Environmental Corp acquisition of equity interests of Emtrol LLC.docx
1994,074 - Centre Lane Partners LLC acquisition of certain assets of Lancaster Colony.docx
1995,074 - Charlesbank Capital Partners and MC Partners acquisition of equity interes.docx
1996,074 - Choice Hotels International Inc acquisition of equity interests of WoodSpr.docx
1997,074 - Comfort Systems USA Inc and TAS Energy Inc merger.docx
1998,074 - Cross Country Healthcare Inc acquisition of assets of Advantage RN LLC Adv.docx
1999,074 - Energizer Holdings acquisition of subsidiary equity interests and certain .docx
2000,074 - Energy Transfer Equity LP and Energy Transfer Partners LLC acquisition of .docx
2001,074 - First Guaranty Bancshares Inc acquisition of stock of and merger with Unio.docx
2002,074 - Global Infrastructure Partners acquisition of equity interests of Medallio.docx
2003,074 - HealthStream Inc acquisition of equity interests of HealthLine Systems Inc.docx
2004,074 - HIG Capital and Symbion Holdings Corporation merger.docx
2005,074 - NCI Building Systems Inc and Ply Gem Parent LLC merger.docx
2006,074 - NCS Multistage Holdings Inc and Spectrum Tracer Services LLC merger.docx
2007,074 - Nuance Communications Inc and Equitrac Corporation merger.docx
2008,074 - Publicis Groupe SA acquisition of assets of PDI Inc.docx
2009,074 - Salem Five Bancorp and Georgetown Bancorp Inc merger.docx
2010,074 - Simmons First National Corporation acquisition of stock of Citizens Nation.docx
2011,074 - Teradyne Inc and LitePoint Corporation merger.docx
2012,074 - The Greenbrier Companies Inc acquisition of certain assets and subsidiary .docx
2013,074 - TravelCenters of America LLC acquisition of equity interests of Girkin Dev.docx
2014,074 - Tyson Foods Inc acquisition of equity interests of MFG (USA) Holdings Inc .docx
2015,074 - WildHorse Resource Development Corporation acquisition of certain assets o.docx
2016,075 - 8x8 Inc and Contactual Inc merger.docx
2017,075 - Alkermes Inc business combination with business unit of Elan Drug Technolo.docx
2018,075 - American Industrial Partners acquisition of certain assets of Anixter Inte.docx
2019,075 - American Industrial Partners acquisition of stock of Armstrong Wood Produc.docx
2020,075 - ARP Production Company LLC acquisition of equity interests of ATLS Product.docx
2021,075 - Boyd Gaming Corporation and Lattner Entertainment Group Illinois LLC merge.docx
2022,075 - Carlisle Companies Incorporated acquisition of equity interests of Accella.docx
2023,075 - DHX Media Ltd acquisition of equity interests of Peanuts Holdings LLC IBGN.docx
2024,075 - Everyday Health Inc acquisition of equity interests of Tea Leaves Health L.docx
2025,075 - Kimura Power LLC acquisition of certain assets of AES Ohio Generation LLC.docx
2026,075 - Kirby Corporation acquisition of assets and subsidiary equity interests of.docx
2027,075 - Marquee Brands LLC acquisition of subsidiary equity interests of Sequentia.docx
2028,075 - Movado Group Inc acquisition of equity interests of MVMT Watches LLC.docx
2029,075 - Northern Oil and Gas Inc acquisition of certain assets of Pivotal Petroleu.docx
2030,075 - Popeyes Louisiana Kitchen Inc acquisition of certain assets of Diversified.docx
2031,075 - Quality Systems Inc and HealthFusion Holdings Inc merger.docx
2032,075 - Raven Industries Inc and Integra Plastics Inc merger.docx
2033,075 - RBB Bancorp and PGB Holdings Inc merger.docx
2034,075 - Resolute Energy Corporation acquisition of certain assets of Firewheel Ene.docx
2035,075 - Simmons First National Corporation and The Landrum Company merger.docx
2036,075 - Sovran Acquisition Limited Partnership and LifeStorage LP merger.docx
2037,075 - Textura Corporation and Latista Technologies Inc merger.docx
2038,075 - United Community Banks Inc and Three Shores Bancorporation Inc merger.docx
2039,075 - USA Compression Partners LP acquisition of equity interests of CDM Resourc.docx
2040,075 - Vista Equity Partners acquisition of certain assets and subsidiary stock o.docx
2041,075 - Wesco Aircraft Holdings Inc and Haas Group Inc merger.docx
2042,076 - Allflex USA Inc acquisition of stock of Destron Fearing Corporation.docx
2043,076 - Bedrock Production LLC acquisition of certain assets of Harvest Oil And Ga.docx
2044,076 - Circle Graphics Inc acquisition of certain assets of CafePress Inc.docx
2045,076 - Coca-Cola Bottling Co Consolidated acquisition of certain distribution ass.docx
2046,076 - Criteo Corp and Hooklogic Inc merger.docx
2047,076 - Dandrit Biotech USA Inc and Enochian Biopharma Inc merger.docx
2048,076 - Endo International plc and Par Pharmaceutical Holdings Inc merger.docx
2049,076 - Evening Telegram Company dba Morgan Murphy Media acquisition of certain as.docx
